,NAME,ADDRESS,CITY,STATE,ZIP,LEVEL,ENROLLMENT,START_GRADE,END_GRADE,DISTRICT_ID
449,WESTFIELD INTERMEDIATE SCHOOL,326 W MAIN ST,WESTFIELD,IN,46074,2,1124,05,06,1813080
450,WESTCHESTER INTERMEDIATE SCHOOL,1050 S 5TH ST,CHESTERTON,IN,46304,2,526,05,06,1802800
451,CLARKSVILLE ELEMENTARY SCHOOL,700 N RANDOLPH AVE,CLARKSVILLE,IN,47129,1,509,PK,04,1801920
452,EAST NOBLE HIGH SCHOOL,901 GARDEN ST,KENDALLVILLE,IN,46755,3,1218,08,12,1802970
453,HAUSER JR-SR HIGH SCHOOL,9273 N SR 9,HOPE,IN,47246,3,398,07,12,1803570
454,WHITE'S JR-SR HIGH SCHOOL,5233 S 50 E,WABASH,IN,46992,3,109,07,12,1812180
455,BELLMONT MIDDLE SCHOOL,1200 NORTH ADAMS DR,DECATUR,IN,46733,2,479,05,08,1807680
456,JOHN L MCCULLOCH JUNIOR HIGH SCH,3528 S WASHINGTON ST,MARION,IN,46953,2,561,07,08,1806390
457,SOLON ROBINSON ELEMENTARY SCH,601 PETTIBONE ST,CROWN POINT,IN,46307,1,492,KG,05,1802490
458,NEW CASTLE MIDDLE SCHOOL,601 PARKVIEW DR,NEW CASTLE,IN,47362,2,552,07,08,1807440
459,PARKSIDE ELEMENTARY SCHOOL,1 LEMASTER CIR,LAGRANGE,IN,46761,1,517,KG,05,1805520
460,HOBART HIGH SCHOOL,2211 E TENTH ST,HOBART,IN,46342,3,1326,09,12,1804590
461,PENDLETON HEIGHTS HIGH SCHOOL,ONE ARABIAN DR,PENDLETON,IN,46064,3,1409,09,12,1810440
462,EAGLE ELEMENTARY SCHOOL,350 N 6TH ST,ZIONSVILLE,IN,46077,1,366,KG,04,1802830
463,INDIAN CREEK INTERMEDIATE SCH,1000 S INDIAN CRK DR,TRAFALGAR,IN,46181,1,396,03,05,1807620
464,WHITKO HIGH SCHOOL,1 BIG BLUE AVE,SOUTH WHITLEY,IN,46787,3,526,09,12,1813230
465,COVINGTON MIDDLE SCHOOL,514 RAILROAD ST,COVINGTON,IN,47932,2,213,06,08,1802430
466,BURRIS ELEMENTARY SCHOOL,1755 HANCOCK AVE,MITCHELL,IN,47446,1,346,03,05,1806900
467,GEORGE S BUCK ELEMENTARY SCHOOL,2701 DEVON AVE,INDIANAPOLIS,IN,46219,1,419,KG,06,1804770
468,MAPLE ELEMENTARY SCHOOL,429 DIVISION ST,JEFFERSONVILLE,IN,47130,1,244,KG,05,1803940
469,FALL CREEK VALLEY MIDDLE SCH,9701 E 63RD ST,INDIANAPOLIS,IN,46236,2,1159,07,08,1805670
470,RANDOLPH SOUTHERN JR-SR HIGH SCH,2 REBEL DR,LYNN,IN,47355,3,241,07,12,1810740
471,LAKE RIDGE MIDDLE SCHOOL,3601 W 41ST AVE,GARY,IN,46408,2,418,06,08,1805460
472,NORTH VERMILLION ELEM SCH,5585 N FALCON DR,CAYUGA,IN,47928,1,354,KG,06,1808070
473,EMMERICH MANUAL HIGH SCHOOL,2405 MADISON AVE,INDIANAPOLIS,IN,46225,3,612,09,12,1800112
474,HIGHLAND PARK ELEM SCH,900 PARK SQUARE DR,BLOOMINGTON,IN,47403,1,368,PK,06,1800630
475,SILVER CREEK ELEMENTARY SCHOOL,503 N INDIANA AVE,SELLERSBURG,IN,47172,1,826,02,05,1809370
476,WEST NEWTON ELEMENTARY SCHOOL,7529 MOORESVILLE RD,WEST NEWTON,IN,46183,1,586,01,06,1802640
477,BLUE RIDGE PRIMARY ELEMENTARY SCHL,1910 S JACKSON ST,FRANKFORD,IN,46041,1,507,PK,02,1803660
478,LAKE VILLAGE ELEMENTARY SCH,3281 W 950 N,LAKE VILLAGE,IN,46349,1,194,KG,06,1807920
479,JAC-CEN-DEL MS/HS,4586 N US 421,OSGOOD,IN,47037,3,407,07,12,1804800
480,LANESVILLE JR-SR HS,2725 CRESTVIEW,LANESVILLE,IN,47136,3,347,07,12,1803720
481,NEW COMMUNITY SCHOOL,1904 ELMWOOD AVE,LAFAYETTE,IN,47904,1,245,KG,08,1800012
482,LANCASTER ELEMENTARY SCHOOL,2932 W 300 S,HUNTINGTON,IN,46750,1,353,KG,05,1804710
483,JIMTOWN HIGH SCHOOL,59021 CR 3 S,ELKHART,IN,46517,3,556,09,12,1800420
484,NEW WASHINGTON MIDDLE/HIGH SCHOOL,226 N HWY 62,NEW WASHINGTON,IN,47162,4,424,06,12,1803940
485,GRASSY CREEK ELEMENTARY SCH,10330 E PROSPECT ST,INDIANAPOLIS,IN,46239,1,420,KG,04,1812360
486,ROSA PARKS-EDISON ELEM,7525 WELLINGSHIRE BLVD,INDIANAPOLIS,IN,46217,1,664,PK,05,1808820
487,WESTERN INTERMEDIATE SCHOOL,2600 S 600 W,RUSSIAVILLE,IN,46979,1,610,02,05,1804470
488,GEORGE W JULIAN SCHOOL 57,5435 E WASHINGTON ST,INDIANAPOLIS,IN,46219,1,277,KG,06,1804770
489,SOUTHPORT ELEMENTARY SCHOOL,261 E ANNISTON DR,INDIANAPOLIS,IN,46227,1,537,KG,05,1808820
490,CAREY RIDGE ELEMENTARY SCH,16231 CAREY RD,WESTFIELD,IN,46074,1,547,PK,04,1813080
491,FRANK O'BANNON ELEMENTARY SCHOOL,1317 173RD ST,HAMMOND,IN,46324,1,592,PK,05,1804320
492,CLOVERDALE HIGH SCHOOL,205 E MARKET,CLOVERDALE,IN,46120,3,421,09,12,1802220
493,NORTH CENTRAL HIGH SCHOOL,910 E CR 975 N,FARMERSBURG,IN,47850,3,303,09,12,1808160
494,ARCOLA SCHOOL,11006 ARCOLA RD,ARCOLA,IN,46704,1,172,KG,05,1808250
495,WASHINGTON HIGH SCHOOL,608 E WALNUT ST,WASHINGTON,IN,47501,3,714,09,12,1812450
496,WASHINGTON TWP ELEMENTARY SCHOOL,383 E SR 2,VALPARAISO,IN,46383,1,371,KG,05,1809000
497,EDGEWOOD ELEMENTARY SCHOOL,3525 WINDING WAY,ANDERSON,IN,46011,1,335,KG,05,1800150
498,NEW BRITTON ELEMENTARY SCHOOL,8660 E 131ST ST,FISHERS,IN,46038,1,621,KG,04,1810650
499,WEST SIDE MIDDLE SCHOOL,101 S NAPPANEE ST,ELKHART,IN,46514,2,584,07,08,1803270
500,EARLY LEARNING CENTER,6501 SUNNYSDIE RD,INDIANAPOLIS,IN,46236,1,1283,PK,KG,1805670
501,KENNARD ELEMENTARY SCHOOL,232 VINE STREET,KENNARD,IN,47351,N,-1,KG,04,1801060
502,EMERSON ELEMENTARY SCHOOL,500 EMERSON DR,SEYMOUR,IN,47274,1,295,KG,05,1810080
503,RIVERTON PARKE JR-SR HIGH SCHOOL,4907 S COXVILLE RD,MONTEZUMA,IN,47862,3,441,07,12,1810900
504,ELIZA A BLAKER SCHOOL 55,1349 E 54TH ST,INDIANAPOLIS,IN,46220,1,211,PK,06,1804770
505,KENWOOD ELEMENTARY SCHOOL,6416 HOHMAN AVE,HAMMOND,IN,46324,1,305,KG,05,1804320
506,TAYLOR MIDDLE SCHOOL,3794 E CR 300 S,KOKOMO,IN,46902,2,270,06,08,1811250
507,MAYS ELEMENTARY SCHOOL,929 E SOUTH ST,MAYS,IN,46155,1,150,KG,06,1809750
508,NOBLESVILLE HIGH SCHOOL,18111 CUMBERLAND RD,NOBLESVILLE,IN,46060,3,2685,09,12,1807650
509,PIKE CENTRAL MIDDLE SCHOOL,1814 E SR 56,PETERSBURG,IN,47567,2,447,06,08,1808900
510,STALKER ELEMENTARY SCHOOL,420 'W' ST,BEDFORD,IN,47421,1,280,KG,05,1807860
511,STAUNTON ELEMENTARY SCHOOL,6990 N CR 425 W,BRAZIL,IN,47834,1,290,KG,05,1800840
512,BROWNSTOWN CENTRAL HIGH SCH,500 N ELM ST,BROWNSTOWN,IN,47220,3,571,09,12,1801050
513,HAMMOND HIGH SCHOOL,5926 CALUMET AVE,HAMMOND,IN,46320,3,762,09,12,1804320
514,KIPP INDY UNITE ELEMENTARY,1740 E 30TH ST,INDIANAPOLIS,IN,46218,1,103,KG,KG,1800147
515,GREENBRIAR ELEMENTARY SCHOOL,8201 N DITCH RD,INDIANAPOLIS,IN,46260,1,815,KG,05,1812720
516,PLAINFIELD HIGH SCHOOL,1 RED PRIDE DR,PLAINFIELD,IN,46168,3,1566,09,12,1808970
517,NORTHCREST ELEMENTARY SCHOOL,5301 ARCHWOOD LN,FORT WAYNE,IN,46825,1,435,PK,05,1803630
518,STINESVILLE ELEMENTARY SCHOOL,7973 W MAIN ST,STINESVILLE,IN,47464,1,186,KG,05,1809480
519,TINDLEY COLLEGIATE ACADEMY,4020 MEADOWS PKY,INDIANAPOLIS,IN,46205,2,343,05,08,1800139
520,LINCOLN TRAIL ELEMENTARY SCH,13726 N SR 245,LAMAR,IN,47550,1,362,PK,06,1808010
521,TRI-COUNTY PRIMARY SCHOOL,300 E MICHIGAN ST,REMINGTON,IN,47977,1,161,KG,02,1811430
522,THOMAS MILLER ELEMENTARY SCH,700 S 4TH ST,LAFAYETTE,IN,47905,1,412,KG,04,1805400
523,BLANCHE E FUQUA ELEM SCH,1111 WHEELER AVE,TERRE HAUTE,IN,47802,1,364,PK,05,1812090
524,HANDLEY ELEMENTARY SCHOOL,408 10TH ST,LAPORTE,IN,46350,1,422,PK,05,1805580
525,THREE CREEKS ELEM SCHOOL,670 S BURR ST,LOWELL,IN,46356,1,486,KG,05,1811460
526,JOY ELEMENTARY SCHOOL,1600 E COOLSPRING AVE,MICHIGAN CITY,IN,46360,1,509,PK,06,1806570
527,MUNCIE CENTRAL HIGH SCHOOL,801 N WALNUT ST,MUNCIE,IN,47305,3,1633,09,12,1807320
528,ELEANOR SKILLEN SCHOOL 34,1410 WADE ST,INDIANAPOLIS,IN,46203,1,471,PK,06,1804770
529,SHENANDOAH ELEMENTARY SCHOOL,5256 N RAIDER RD,MIDDLETOWN,IN,47356,1,643,PK,05,1808280
530,MODEL ELEMENTARY SCHOOL,412 S GREENE RD,GOSHEN,IN,46526,1,608,KG,05,1803930
531,TRITON CENTRAL MIDDLE SCHOOL,4740 W 600 N,FAIRLAND,IN,46126,2,442,05,08,1808310
532,BRUMMITT ELEMENTARY SCHOOL,2500 INDIAN BOUNDARY,CHESTERTON,IN,46304,1,349,KG,04,1802800
533,ROCHESTER COMMUNITY MD SCH,650 ZEBRA LN,ROCHESTER,IN,46975,2,408,06,08,1809630
534,NORTH WAYNE ELEM SCHOOL,6950 W 34TH ST,INDIANAPOLIS,IN,46214,1,846,KG,06,1812810
535,MCGARY MIDDLE SCHOOL,1535 S JOYCE AVE,EVANSVILLE,IN,47714,2,358,06,08,1803450
536,FRANKIE W MCCULLOUGH ACAD FOR GIRL,1110 W 21ST AVE,GARY,IN,46407,1,429,KG,07,1803870
537,WILLARD SHAMBAUGH ELEM SCH,5320 REBECCA DR,FORT WAYNE,IN,46835,1,369,KG,05,1803630
538,MERLE SIDENER GIFTED ACADEMY,2424 KESSLER BLVD E DR,INDIANAPOLIS,IN,46220,1,353,02,08,1804770
539,CONVERSE ELEMENTARY SCHOOL,600 E WASHINGTON ST,CONVERSE,IN,46919,1,399,PK,02,1808340
540,CHERRY TREE ELEMENTARY SCHOOL,13989 HAZELDELL,CARMEL,IN,46033,1,744,PK,05,1801200
541,WAVERLY ELEMENTARY SCHOOL,8525 WAVERLY RD,MARTINSVILLE,IN,46151,1,348,PK,06,1807140
542,WAWASEE HIGH SCHOOL,1 WARRIOR PATH - BLDG 1,SYRACUSE,IN,46567,3,962,09,12,1805550
543,DUNBAR-PULASKI ACADEMIC & CAREER,920 E 19TH AVE,GARY,IN,46407,2,674,07,08,1803870
544,BROAD RIPPLE MGNT JR HS-PRFM ARTS,1115 BROAD RIPPLE AVE,INDIANAPOLIS,IN,46220,2,406,06,08,1804770
545,NORTHEAST DUBOIS HIGH SCHOOL,4711 N DUBOIS RD,DUBOIS,IN,47527,3,283,09,12,1808120
546,BON AIR ELEMENTARY SCH,2800 APPERSON WAY N,KOKOMO,IN,46901,1,453,KG,05,1805370
547,FIFTH STREET ELEMENTARY SCH,401 W 5TH ST,JASPER,IN,47546,1,401,PK,02,1803960
548,OAKLAWN ELEMENTARY SCHOOL,402 E SOUTH ST,MONTICELLO,IN,47960,1,304,KG,04,1811580
549,GREENSBURG COMMUNITY HIGH SCH,1000 E CENTRAL AVE,GREENSBURG,IN,47240,3,716,09,12,1804080
550,SEYMOUR-REDDING ELEM SCHOOL,1700 N EWING ST,SEYMOUR,IN,47274,1,493,KG,05,1810080
551,SHERIDAN ELEMENTARY SCHOOL,24795 HINESLEY RD,SHERIDAN,IN,46069,1,485,PK,05,1806480
552,COLUMBIA ELEMENTARY SCHOOL,1502 ELM ST,ROCHESTER,IN,46975,1,489,PK,02,1809630
553,MILL CREEK WEST ELEMENTARY,4704 PEARL ST,AMO,IN,46103,1,321,KG,05,1806660
554,THE EARLY LRN CNTR AT GEORGE EARLE,400 N WILSON ST,HOBART,IN,46342,1,323,PK,KG,1804590
555,BLUE ACADEMY,5650 MANN RD,INDIANAPOLIS,IN,46221,1,582,01,06,1802640
556,MORGAN TOWNSHIP MIDDLE/HIGH SCHOOL,299 S SR 49,VALPARAISO,IN,46383,4,402,06,12,1809000
557,LOOGOOTEE HIGH SCHOOL,201 BROOKS AVE,LOOGOOTEE,IN,47553,3,304,09,12,1806060
558,MANCHESTER JR-SR HIGH SCHOOL,1 SQUIRE DR,N MANCHESTER,IN,46962,3,737,07,12,1806270
559,CANNELTON ELEM & HIGH SCHOOL,3RD/TAYLOR STS,CANNELTON,IN,47520,4,240,PK,12,1801170
560,WEST NOBLE ELEMENTARY SCHOOL,5294 N US 33,LIGONIER,IN,46767,1,548,02,04,1812900
561,HAMILTON SOUTHEASTERN HS,13910 E 126TH ST,FISHERS,IN,46037,3,3017,09,12,1810650
562,W D RICHARDS ELEMENTARY SCH,3311 FAIRLAWN DR,COLUMBUS,IN,47201,1,571,PK,06,1800360
563,EDGEWOOD HIGH SCHOOL,601 S EDGEWOOD DR,ELLETTSVILLE,IN,47429,3,819,09,12,1809480
564,JEFFERSONVILLE HIGH SCHOOL,2315 ALLISON LN,JEFFERSONVILLE,IN,47130,3,2051,09,12,1803940
565,NEIL ARMSTRONG ELEM SCH,1000 RD 144,MOORESVILLE,IN,46158,1,546,KG,06,1807140
566,PORTER LAKES ELEMENTARY SCHOOL,208 S 725 W,HEBRON,IN,46341,1,349,KG,03,1809180
567,SUNNYSIDE ELEMENTARY SCH,6345 SUNNYSIDE RD,INDIANAPOLIS,IN,46236,1,692,01,06,1805670
568,CHARLESTOWN SENIOR HIGH SCH,MONROE/PARK STS,CHARLESTOWN,IN,47111,3,726,09,12,1803940
569,GREENE INTERMEDIATE CENTER,24702 ROOSEVELT RD,SOUTH BEND,IN,46614,2,232,05,08,1810290
570,ZIONSVILLE MIDDLE SCHOOL,900 N FORD RD,ZIONSVILLE,IN,46077,2,1096,05,08,1802830
571,HICKORY ELEMENTARY SCHOOL,907 S AVON AVENUE,AVON,IN,46123,1,519,KG,04,1800270
572,NORTH WHITE PRIMARY SCHOOL,304 E BROADWAY ST,MONON,IN,47959,1,292,PK,03,1808130
573,FRANKLIN TOWNSHIP MIDDLE SCH WEST,7620 EDGEWOOD AVE,INDIANAPOLIS,IN,46239,2,890,06,08,1803750
574,DAMAR CHARTER ACADEMY,5125 DECATUR BLVD STE D,INDIANAPOLIS,IN,46241,4,163,KG,12,1800108
575,ROBERT TAFT MIDDLE SCHOOL,1000 S MAIN,CROWN POINT,IN,46307,2,939,06,08,1802490
576,LASALLE ELEMENTARY SCHOOL,1511 MILBURN BLVD,MISHAWAKA,IN,46544,1,444,KG,06,1806840
577,MARY RABER ELEMENTARY SCHOOL,700 E JACKSON ST,COLUMBIA CITY,IN,46725,1,378,PK,05,1802280
578,ROACHDALE ELEMENTARY SCHOOL,305 S INDIANA,ROACHDALE,IN,46172,1,255,KG,05,1807980
579,WESTFIELD MIDDLE SCHOOL,345 W HOOVER ST,WESTFIELD,IN,46074,2,1042,06,08,1813080
580,BROWN ELEMENTARY SCH,340 STADIUM DR,BROWNSBURG,IN,46112,1,650,KG,05,1801020
581,JEFF H TOWLES INTERMEDIATE SCHOOL,420 E PAULDING RD,FORT WAYNE,IN,46815,1,575,01,08,1803630
582,JOHN SIMATOVICH ELEM SCH,424 W 500 N,VALPARAISO,IN,46385,1,263,KG,05,1811700
583,LAKE CENTRAL HIGH SCHOOL,8400 WICKER AVE,SAINT JOHN,IN,46373,3,3226,09,12,1805450
584,BEDFORD-NORTH LAWRENCE HIGH SCHOOL,595 N STARS BLVD,BEDFORD,IN,47421,3,1614,09,12,1807860
585,DANVILLE COMMUNITY HIGH SCH,100 WARRIOR WAY,DANVILLE,IN,46122,3,805,09,12,1802550
586,RICHMOND HIGH SCHOOL,380 HUB ETCHISON PKY,RICHMOND,IN,47374,3,1420,09,12,1809510
587,JAMES RUSSELL LOWELL SCHOOL 51,3426 ROOSEVELT AVE,INDIANAPOLIS,IN,46218,1,589,PK,06,1804770
588,NORA ELEMENTARY SCHOOL,1000 E 91ST ST,INDIANAPOLIS,IN,46240,1,705,KG,05,1812720
589,SOUTH ELEMENTARY SCH,500 E MAHALASVILLE RD,MARTINSVILLE,IN,46151,1,416,KG,05,1806510
590,NORTH MIAMI MIDDLE/HIGH SCHOOL,570 E 900 N,DENVER,IN,46926,3,465,07,12,1807890
591,MARY FRANK HARRIS ELEMENTARY SCH,13111 ADAMS RD,GRANGER,IN,46530,1,361,KG,05,1808760
592,HEBRON HIGH SCHOOL,509 S MAIN ST,HEBRON,IN,46341,3,349,09,12,1800750
593,MONROVIA MIDDLE SCHOOL,215 S CHESTNUT ST,MONROVIA,IN,46157,2,373,06,08,1804140
594,RURAL COMMUNITY ACADEMY,2385 N SR 63,SULLIVAN,IN,47882,1,151,KG,08,1800043
595,VALLEY GROVE ELEMENTARY SCH,2160 S 300 E,ANDERSON,IN,46017,1,655,KG,05,1800150
596,MARQUETTE MONTESSORI ACADEMY,1818 BERGAN ST,SOUTH BEND,IN,46628,1,538,PK,04,1810290
597,PLAINFIELD COM MIDDLE SCH,709 STAFFORD RD,PLAINFIELD,IN,46168,2,1277,06,08,1808970
598,WINCHESTER VILLAGE ELEMENTARY,1900 E STOP 12 RD,INDIANAPOLIS,IN,46227,1,609,PK,05,1808820
599,JENNINGS COUNTY HIGH SCHOOL,800 W WALNUT,NORTH VERNON,IN,47265,3,1423,09,12,1805190
600,MILAN MIDDLE SCHOOL,609 N WARPATH DR,MILAN,IN,47031,2,301,06,08,1806630
601,LOOGOOTEE ELEMENTARY SCHOOL,101 COSTELLO DR,LOOGOOTEE,IN,47553,1,316,KG,04,1806060
602,WILLARD ELEM SCHOOL,615 W SOUTH ST,WINCHESTER,IN,47394,1,215,03,05,1801770
603,MIDDLEBURY ELEMENTARY SCHOOL,432 S MAIN ST,MIDDLEBURY,IN,46540,1,307,KG,03,1806600
604,MEADOWS ELEMENTARY SCHOOL,55 S BROWN AVE,TERRE HAUTE,IN,47803,1,330,PK,05,1812090
605,OWENSVILLE COMMUNITY SCHOOL,6569 S SR 65,OWENSVILLE,IN,47665,1,474,KG,08,1810350
606,ADELAIDE DE VANEY ELEM SCH,1011 S BROWN AVE,TERRE HAUTE,IN,47803,1,465,KG,05,1812090
607,MARRS ELEMENTARY SCHOOL,9201 HWY 62 E,MOUNT VERNON,IN,47620,1,325,KG,05,1807290
608,CROWN POINT HIGH SCHOOL,1500 S MAIN ST,CROWN POINT,IN,46307,3,2673,09,12,1802490
609,ELSIE WADSWORTH ELEM SCH,600 N JAY ST,GRIFFITH,IN,46319,1,425,PK,06,1804170
610,WESTVIEW ELEMENTARY SCHOOL,1707 SW 'A' ST,RICHMOND,IN,47374,1,329,PK,04,1809510
611,SOUTH PUTNAM MIDDLE SCHOOL,1780 E US HWY 40,GREENCASTLE,IN,46135,2,301,06,08,1810500
612,TRI-WEST SENIOR HIGH SCHOOL,7883 N SR 39,LIZTON,IN,46149,3,595,09,12,1808100
613,OAKDALE ELEMENTARY SCHOOL,802 S 8TH ST,BOONVILLE,IN,47601,1,498,KG,05,1812390
614,PARKSIDE ELEMENTARY SCHOOL,1400 PARKSIDE DR,COLUMBUS,IN,47201,1,831,PK,06,1800360
615,INDIANA CONNECTIONS ACADEMY,6640 INTECH BLVD-STE 250,INDIANAPOLIS,IN,46278,4,3412,KG,12,1800098
616,SOUTH SIDE HIGH SCHOOL,3601 S CALHOUN ST,FORT WAYNE,IN,46807,3,1358,09,12,1803630
617,MINTONYE ELEMENTARY SCHOOL,2000 W 800 S,LAFAYETTE,IN,47909,1,451,KG,05,1811340
618,PARKSIDE ELEMENTARY SCHOOL,1202 S 7TH ST,GOSHEN,IN,46526,1,410,KG,05,1803930
619,STONYBROOK MIDDLE SCHOOL,11300 STONYBROOK DR,INDIANAPOLIS,IN,46229,2,627,07,08,1812360
620,SOUTH ELEMENTARY SCHOOL,1375 W LINCOLN ST,DANVILLE,IN,46122,1,356,03,04,1802550
621,GENERAL SHANKS ELEM SCHOOL,414 FLORAL AVE,PORTLAND,IN,47371,1,328,KG,05,1804980
622,WASHINGTON ELEMENTARY SCHOOL,423 W KINCAIDE ST,WARSAW,IN,46580,1,511,KG,06,1812420
623,PRINCETON COMM HIGH SCH,1101 N MAIN ST,PRINCETON,IN,47670,3,628,09,12,1807770
624,TIPPECANOE VALLEY HIGH SCHOOL,8345 S SR 19,AKRON,IN,46910,3,651,09,12,1811370
625,LITTLE TURTLE ELEMENTARY SCHOOL,1710 S STATE RD 9,COLUMBIA CITY,IN,46725,1,540,KG,05,1802280
626,CENTERVILLE-ABINGTON ELEM SCHOOL,200-300 W SOUTH ST,CENTERVILLE,IN,47330,1,554,03,06,1801560
627,TURKEY RUN ELEMENTARY SCHOOL,1551 E SR 47,MARSHALL,IN,47859,1,275,PK,06,1800118
628,MT VERNON HIGH SCHOOL,8112 N 200 W,FORTVILLE,IN,46040,3,1170,09,12,1807260
629,MILAN HIGH SCHOOL,609 N WARPATH DR,MILAN,IN,47031,3,404,09,12,1806630
630,DELTA HIGH SCHOOL,3400 E SR 28,MUNCIE,IN,47303,3,851,09,12,1802660
631,VISION ACADEMY,3980 MEADOWS DR,INDIANAPOLIS,IN,46205,1,255,KG,06,1800146
632,OOLITIC MIDDLE SCHOOL,903 HOOSIER AVE,OOLITIC,IN,47451,2,338,06,08,1807860
633,INDIAN VILLAGE ELEMENTARY SCH,3835 WENONAH LN,FORT WAYNE,IN,46809,1,509,PK,05,1803630
634,WOODLAN JR/SR HIGH SCHOOL,17215 WOODBURN RD,WOODBURN,IN,46797,3,688,07,12,1802850
635,INDPLS ACAD OF EXCEL-CHLNG FND ACA,1145 E 22ND ST,INDIANAPOLIS,IN,46202,1,72,KG,03,1800152
636,TURKEY RUN JR/SR HIGH SCHOOL,1551 E SR 47,MARSHALL,IN,47859,3,241,07,12,1800118
637,WOODLAND ELEMENTARY SCHOOL,1220 CR 3,ELKHART,IN,46514,1,573,PK,06,1803270
638,HOPE ACADEMY,8102 CLEARVISTA PKY,INDIANAPOLIS,IN,46256,3,28,09,12,1800059
639,ACADEMY FOR INNOVATIVE STUDIES,3013 FIRST AVE,EVANSVILLE,IN,47710,4,619,KG,12,1803450
640,FREDERICK DOUGLASS SCHOOL 19,2020 DAWSON ST,INDIANAPOLIS,IN,46203,1,422,PK,08,1804770
641,PROTSMAN ELEMENTARY SCHOOL,1121 HARRISON,DYER,IN,46311,1,708,PK,04,1805450
642,EAST JAY COUNTY MIDDLE SCHOOL,225 E WATER ST,PORTLAND,IN,47371,2,552,06,08,1804980
643,SOUTH TERRACE ELEM SCH,8427 HAINES RD,WADESVILLE,IN,47638,1,280,KG,06,1807950
644,CHARLES A TINDLEY ACCELERATED SCH,3960 MEADOWS DR,INDIANAPOLIS,IN,46205,3,288,09,12,1800045
645,JAMES WHITCOMB RILEY SCH 43,150 W 40TH ST,INDIANAPOLIS,IN,46208,1,424,KG,08,1804770
646,ELSIE ROGERS ELEM SCH,56219 CURRANT RD,MISHAWAKA,IN,46545,1,284,KG,05,1808760
647,MAPLE RIDGE ELEMENTARY SCH,8537 S CR 650 W,PENDLETON,IN,46064,1,714,KG,06,1810440
648,ABRAHAM LINCOLN ELEM SCH,5241 BREHOB RD,INDIANAPOLIS,IN,46217,1,858,KG,05,1808820
649,AVON INTERMEDIATE SCHOOL EAST,174 S AVON AVENUE,AVON,IN,46123,2,753,05,06,1800270
650,SOUTH SPENCER MIDDLE SCHOOL,1298 N ORCHARD RD,ROCKPORT,IN,47635,2,290,06,08,1810560
651,DOE CREEK MIDDLE SCHOOL,2279 S 600 W,NEW PALESTINE,IN,46163,2,571,07,08,1810710
652,MILDRED MERKLEY ELEM SCHOOL,9340 FIFTH ST,HIGHLAND,IN,46322,1,316,KG,06,1804560
653,DEMOTTE ELEMENTARY SCHOOL,1000 S HALLECK,DEMOTTE,IN,46310,1,634,PK,03,1805280
654,SOUTH DECATUR ELEMENTARY SCH,9302 S CR 420 W,GREENSBURG,IN,47240,1,514,PK,06,1802610
655,ROWENA KYLE ELEMENTARY SCHOOL,2701 HAMSTROM RD,PORTAGE,IN,46368,1,473,KG,05,1809150
656,RIVERSIDE ELEMENTARY SCHOOL,17 LAUREL DR,JEFFERSONVILLE,IN,47130,1,496,PK,05,1803940
657,HENRYVILLE JR & SR HIGH SCH,213 N FERGUSON ST,HENRYVILLE,IN,47126,3,539,07,12,1809370
658,CONCORD COMMUNITY HIGH SCHOOL,59117 MINUTEMAN WAY,ELKHART,IN,46517,3,1661,09,12,1802400
659,JOHNSON ELEMENTARY SCHOOL,4235 E SR 256,SCOTTSBURG,IN,47170,1,221,PK,05,1810020
660,ADAMS ELEMENTARY SCHOOL,3000 NEW HAVEN AVE,FORT WAYNE,IN,46803,1,319,PK,05,1803630
661,ZIONSVILLE COMMUNITY HIGH SCH,1000 MULBERRY ST,ZIONSVILLE,IN,46077,3,1830,09,12,1802830
662,JUDITH MORTON JOHNSTON ELEM,8220 FIFTH ST,HIGHLAND,IN,46322,1,302,KG,05,1804560
663,REDKEY ELEMENTARY SCHOOL,6 W MAIN ST,REDKEY,IN,47373,1,163,KG,05,1804980
664,LINCOLN JUNIOR HIGH SCHOOL,220 N LIBERTY ST,PLYMOUTH,IN,46563,2,596,07,08,1809060
665,BROWN COUNTY INTERMEDIATE SCHOOL,260 SCHOOL HOUSE LN,NASHVILLE,IN,47448,2,317,05,06,1800960
666,SWITZERLAND CO MIDDLE SCH,1004 W MAIN ST,VEVAY,IN,47043,2,213,07,08,1811220
667,SWANSON PRIMARY CENTER,17677 PARKER DR,SOUTH BEND,IN,46635,1,297,KG,04,1810290
668,CENTER GROVE HIGH SCHOOL,2717 S MORGANTOWN RD,GREENWOOD,IN,46143,3,2455,09,12,1801440
669,FARMERSVILLE ELEMENTARY SCH,4065 HWY 69 S,MOUNT VERNON,IN,47620,1,242,PK,05,1807290
670,WESTERN PRIMARY SCHOOL,2600 S 600 W,RUSSIAVILLE,IN,46979,1,561,KG,02,1804470
671,SOUTHWESTERN HIGH SCHOOL,167 S MAIN CROSS ST,HANOVER,IN,47243,3,400,09,12,1810800
672,WOLF LAKE ELEMENTARY SCHOOL,1283 S MAIN ST,WOLF LAKE,IN,46796,1,275,KG,05,1801710
673,GRIFFITH MIDDLE SCHOOL,600 N RAYMOND ST,GRIFFITH,IN,46319,2,363,07,08,1804170
674,OREGON-DAVIS ELEMENTARY SCH,5860 N 750 E,HAMLET,IN,46532,1,298,KG,06,1808460
675,LINCOLN ELEMENTARY SCHOOL,2037 E TAYLOR ST,HUNTINGTON,IN,46750,1,444,KG,05,1804710
